ID,Traits,Link
(MM-2407919),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2407919
S,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2487010
(MM-2516179),['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2516179
(MM-2232016),['Yellow'],/us/c/reptiles/lizards/crested-geckos/2232016
CCHAR20231,['Harlequin'],/ca/c/reptiles/lizards/crested-geckos/2279558
(MM-2548640),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2548640
183-9.24.23-39.43,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2439492
Maude,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2185454
PeHa230101,['Lavender'],/us/c/reptiles/lizards/crested-geckos/2499551
OldGloryF,['Cold Fusion'],/us/c/reptiles/lizards/crested-geckos/2332468
SH7,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2418964
SRL4,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2554576
G32,['Red'],/us/c/reptiles/lizards/crested-geckos/2408752
DG-APL-41721,['Super Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2403982
TTT,['Red Base'],/us/c/reptiles/lizards/crested-geckos/2467933
(MM-2467604),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2467604
Snowflake,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2491782
LW5,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2400160
SH6,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2418958
arathe,['Partial Pinstripe'],/us/c/reptiles/lizards/crested-geckos/2121121
(MM-2526262),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2526262
LW4,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2400134
133M,['Other Trait'],/us/c/reptiles/lizards/crested-geckos/2554461
CLW4,['Solid Back'],/us/c/reptiles/lizards/crested-geckos/2273266
(MM-2338338),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2338338
Niko,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2406886
(MM-2558150),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2558150
GJ6,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2406869
Pretzel,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2185335
(MM-2519330),['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2519330
CG-23-21,['Red'],/us/c/reptiles/lizards/crested-geckos/2462993
G426,['Quad-stripe'],/us/c/reptiles/lizards/crested-geckos/2391605
(MM-2457925),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2457925
AF-64-23,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2541287
Wuw1,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2425127
OYT1230,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2325342
TxM5,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2083345
BeDa13,['Lavender'],/us/c/reptiles/lizards/crested-geckos/2326450
(MM-2396773),['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2396773
Cras183,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2511520
BCu20,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/1937724
(MM-2457917),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2457917
Bear,['Quad-stripe'],/us/c/reptiles/lizards/crested-geckos/2537233
BeDa06,['Partial Pinstripe'],/us/c/reptiles/lizards/crested-geckos/2326541
RT-9-24,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2513847
GC03,['Red'],/us/c/reptiles/lizards/crested-geckos/2472745
CG-SmMa-09,['Harlequin'],/ca/c/reptiles/lizards/crested-geckos/2446298
(MM-2406186),['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2406186
(MM-2548731),['Dark'],/us/c/reptiles/lizards/crested-geckos/2548731
(MM-2430753),['Super Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2430753
(MM-2457894),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2457894
(MM-2548566),['Dark'],/us/c/reptiles/lizards/crested-geckos/2548566
ChickenFriedRice,['Dark'],/us/c/reptiles/lizards/crested-geckos/2316183
(MM-2438233),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2438233
(MM-2395616),['Yellow'],/us/c/reptiles/lizards/crested-geckos/2395616
(MM-2456501),['Quad-stripe'],/us/c/reptiles/lizards/crested-geckos/2456501
Mallow,['Red'],/us/c/reptiles/lizards/crested-geckos/2542268
CC06,['Extreme Harlequin'],/ca/c/reptiles/lizards/crested-geckos/1023712
(MM-2379051),['Quad-stripe'],/us/c/reptiles/lizards/crested-geckos/2379051
CG22,['Red'],/us/c/reptiles/lizards/crested-geckos/2379543
(MM-2482358),['Lavender'],/us/c/reptiles/lizards/crested-geckos/2482358
ZIJI6b,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2474091
HB,['Red'],/us/c/reptiles/lizards/crested-geckos/2230135
CMG23002-02,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2133769
G832,['Red'],/us/c/reptiles/lizards/crested-geckos/2390555
Bp24,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2523879
CG-HQ-01,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2329412
(MM-2364269),['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2364269
(MM-2499350),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2499350
(MM-2548357),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2548357
(MM-2550561),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2550561
YxB11,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2083256
TYP426,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/1601890
Poe2024,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2550375
(MM-2397124),['Dark'],/us/c/reptiles/lizards/crested-geckos/2397124
Dal-1,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2522819
StAt,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2510911
(MM-2547647),['Dark'],/us/c/reptiles/lizards/crested-geckos/2547647
260124-SmGi1,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2238808
06848,['Phantom'],/us/c/reptiles/lizards/crested-geckos/2263879
FiVid02,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2352286
DExDA-010-7-24,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2412337
24U-HAR-04,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2545856
(MM-2537931),['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2537931
(MM-2457596),['Yellow'],/us/c/reptiles/lizards/crested-geckos/2457596
(MM-2457770),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2457770
(MM-2359039),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2359039
Aboleth,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2388553
(MM-2457218),['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2457218
1133,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2275806
G577,['Red'],/us/c/reptiles/lizards/crested-geckos/2390598
CG-001,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2479821
G30,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2408779
(MM-2550587),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2550587
(MM-2457248),['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2457248
GC02,['Red'],/us/c/reptiles/lizards/crested-geckos/2472712
(MM-2548384),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2548384
Zy12,['Partial Pinstripe'],/us/c/reptiles/lizards/crested-geckos/2093038
(MM-2457637),['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2457637
(MM-2518428),['Super Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2518428
(MM-2501267),['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2501267
23U-TRI-HAR-03,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2545889
(MM-2548417),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2548417
(MM-2518406),['Super Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2518406
(MM-2457781),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2457781
(MM-2264472),['Super Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2264472
NZLY2,['Cream'],/us/c/reptiles/lizards/crested-geckos/2539710
Bandit1,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2550321
(MM-2396027),['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2396027
SRLY6,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2539641
(MM-2548453),['Dark'],/us/c/reptiles/lizards/crested-geckos/2548453
176M,['Other Trait'],/us/c/reptiles/lizards/crested-geckos/2554454
CLW8,['Drippy'],/us/c/reptiles/lizards/crested-geckos/2273307
(MM-2473904),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2473904
(MM-2526272),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2526272
L4,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2376968
BeLi01,['Yellow'],/us/c/reptiles/lizards/crested-geckos/2326563
PLY6,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2554531
(MM-2518396),['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2518396
(MM-2430747),['Super Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2430747
Chaos,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2402070
PBFCGL,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2218228
Orangetan19,['Yellow'],/us/c/reptiles/lizards/crested-geckos/2345896
AM-11-22,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2545009
CL-OM-2301,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2134593
(MM-2483102),['Quad-stripe'],/us/c/reptiles/lizards/crested-geckos/2483102
PL8,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2539747
CxT-5,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2405998
StMW01,['Brindle'],/us/c/reptiles/lizards/crested-geckos/2510917
CG-SmMa-08,['Harlequin'],/ca/c/reptiles/lizards/crested-geckos/2446316
(MM-2548638),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2548638
(MM-2430742),['Super Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2430742
(MM-2518349),['Red'],/us/c/reptiles/lizards/crested-geckos/2518349
DyKa23,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2324591
(MM-2359036),['Partial Pinstripe'],/us/c/reptiles/lizards/crested-geckos/2359036
(MM-2501434),['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2501434
23U-TRI-HAR-02,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2492673
SLC289,['Red Base'],/us/c/reptiles/lizards/crested-geckos/2216631
(MM-2396804),['Flame'],/us/c/reptiles/lizards/crested-geckos/2396804
Roxi,['Flame'],/us/c/reptiles/lizards/crested-geckos/2312657
GUD09,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2354668
G20,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2312633
(MM-2207369),['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2207369
Ax24,['Axanthic'],/us/c/reptiles/lizards/crested-geckos/2333063
tigerdal9,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/1761726
(MM-2111741),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2111741
6CR11623,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2328081
CG11623,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2328073
(MM-2690974),['Brindle'],/us/c/reptiles/lizards/crested-geckos/2690974
LokiXOlivia2,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2690954
LokiXOlivia1,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2690948
cg2314,['Partial Pinstripe'],/us/c/reptiles/lizards/crested-geckos/2560043
Sdalcg251,['Super Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2559997
CjIm_5.2_22,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2224094
7.4.ImmxFluClem.5.31,['Red'],/us/c/reptiles/lizards/crested-geckos/2690905
21M-EXHARLSNO-PAR,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/1614594
DA0202,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2395966
BNEO-TRINITY-220907,['Lavender'],/us/c/reptiles/lizards/crested-geckos/2690812
24-CG-HQ-M,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2690793
AzKa1,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2492037
RN03,['Harlequin'],/ca/c/reptiles/lizards/crested-geckos/2625752
RN05,['Extreme Harlequin'],/ca/c/reptiles/lizards/crested-geckos/2625697
(MM-2640285),['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2640285
(MM-2640278),['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2640278
(MM-2640258),['Patternless'],/us/c/reptiles/lizards/crested-geckos/2640258
12-24-23-57B,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2362021
ACR021,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2626087
(MM-2275015),['Partial Pinstripe'],/us/c/reptiles/lizards/crested-geckos/2275015
H84,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2410032
23,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2509967
HCP85,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2410001
45,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2509946
Pinnyfem83,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2409979
Har68,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2409925
Jm2,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2509900
superdal32f,['Super Dalmatian'],/us/c/reptiles/lizards/crested-geckos/1754083
(MM-2573455),['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2573455
(MM-2573450),['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2573450
(MM-2573449),['Black'],/us/c/reptiles/lizards/crested-geckos/2573449
(MM-2573438),['Black'],/us/c/reptiles/lizards/crested-geckos/2573438
23ES2,['Orange'],/us/c/reptiles/lizards/crested-geckos/2474928
(MM-2573426),['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2573426
(MM-2573419),['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2573419
LBD2,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2409527
10-13-2022-20AA,['Red'],/us/c/reptiles/lizards/crested-geckos/2222431
(MM-2688504),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2688504
23SkeIvT0811,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2436721
WardenBodhi100623,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2554030
FreyaFalker,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2432053
(MM-2688119),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2688119
xSARA-41,['Patternless'],/us/c/reptiles/lizards/crested-geckos/2682822
(MM-2688049),['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2688049
SAS-CG-83,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2682825
(MM-2687805),['Brindle'],/us/c/reptiles/lizards/crested-geckos/2687805
(MM-2687744),['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2687744
Bf574,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2687647
Bf327.,['Dalmatian'],/us/c/reptiles/lizards/crested-geckos/2687608
Bf136.22,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2687600
TRBU009,['Orange'],/us/c/reptiles/lizards/crested-geckos/2624121
MT,['Tri-color'],/us/c/reptiles/lizards/crested-geckos/2687233
ChOzzy1,['Red'],/us/c/reptiles/lizards/crested-geckos/2315405
Cr-1253,['Kneecaps'],/us/c/reptiles/lizards/crested-geckos/2025506
Piz,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2687123
FuRi96,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2630425
PiRi817,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2630394
PiRiB628,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2630380
61224H,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2571873
AnRi827,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2630360
22TwHar0826,['Extreme Harlequin'],/us/c/reptiles/lizards/crested-geckos/2435519
APOCxiNf1,['Partial Pinstripe'],/us/c/reptiles/lizards/crested-geckos/2630114
SITKA,['Harlequin'],/us/c/reptiles/lizards/crested-geckos/2630103
